ahgfl1	ahgfl2	al26ep	al26ep_err	al26nc	al26nc_err	al26np	al26np_err	alams	alcorr	alprod	alself	alsnow	alstnd	altopo	altots	area	auth	basin	be10ep	be10ep_err	be10nc	be10nc_err	be10np	be10np_err	beams	becorr	beprod	beself	besnow	bestnd	betopo	betots	cntry	dbdoi	dbver	eal_err	eal_gcmyr	eal_mmkyr	ebe_err	ebe_gcmyr	ebe_mmkyr	elev_ave	elev_std	erral_ams	erral_muon	erral_prod	erral_tot	errbe_ams	errbe_muon	errbe_prod	errbe_tot	igsnid	material	projection	pubyear	refdoi	refid	region	sizemax	sizemin	slp_ave	slp_std	smpid1	smpid2	studyid	x_wgs84	y_wgs84
NA	NA			290200.0	37600.0	290200.0	37600.0	LLNL-CAMS	1.0	5.7413377	1.0	1.0	ND	0.95908857	5.5183576	1548.569946	Safran	ND	530.0		52986.12	2893.44	58600.0	3200.0	LLNL-CAMS	0.9042	5.7413377	1.0	1.0	KNSTD-Assumed	0.95908857	5.5183576	BOL	NA	2017.0	85.626166	0.10019317	378.08743	54.221158	0.074889492	282.60186	2981.280029	1433.48999	0.013238913	0.003492667	0.018094501	0.022690934	0.0041102875	0.002655808	0.013509592	0.014368607	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	495.463	225.346	S025WTS017	BOL-19	S025	-67.8859529438	-15.5025533953
NA	NA							NA					NA			1469.920043	Safran	ND	600.0		33003.3	2712.6	36500.0	3000.0	LLNL-CAMS	0.9042	4.2030743	1.0	1.0	KNSTD-Assumed	0.95000412	3.9920492	BOL	NA	2017.0				68.617225	0.088418345	333.65413	1839.300048	684.023986					0.0073342344	0.0041156437	0.016121802	0.018183565	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	550.101	239.84	S025WTS020	BOL-22	S025	-67.6733046097	-15.7674364315
NA	NA							NA					NA			1468.0	Safran	ND	1350.0		17089.38	1356.3	18900.0	1500.0	LLNL-CAMS	0.9042	5.4434381	1.0	1.0	KNSTD-Assumed	0.94211424	5.120516	BOL	NA	2017.0				164.42398	0.21654014	817.13259	1944.400024	486.765014					0.017305283	0.0083449816	0.039108038	0.043572356	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	495.312	190.421	S025WTS046	BOL-41	S025	-67.4320376858	-16.3194936595
NA	NA							NA					NA			845.150024	Safran	ND	620.0		47380.08	2441.34	52400.0	2700.0	LLNL-CAMS	0.9042	6.1937637	1.0	1.0	KNSTD-Assumed	0.95441399	5.9234633	BOL	NA	2017.0				64.433166	0.089689539	338.45109	3268.689941	1097.770019					0.0046414669	0.0030455107	0.016147138	0.017074789	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	525.878	219.052	S025WTS041	BOL-37	S025	-67.3353551764	-16.5531690863
NA	NA			467000.0	45600.0	467000.0	45600.0	LLNL-CAMS	1.0	8.1177444	1.0	1.0	ND	0.97957789	7.966175	840.711975	Safran	ND	210.0		121162.8	3888.06	134000.0	4300.0	LLNL-CAMS	0.9042	8.1177444	1.0	1.0	KNSTD-Assumed	0.97957789	7.966175	BOL	NA	2017.0	68.754676	0.088477867	333.87874	32.336212	0.046621036	175.92844	3992.600097	517.21997	0.0087462198	0.0022381124	0.015826007	0.018219989	0.0015020827	0.0012375852	0.0083451507	0.0085690962	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	340.276	197.086	S025WTS030	BOL-32	S025	-67.6584666463	-17.0592893549
NA	NA							NA					NA			602.674987	Safran	ND	640.0		43039.92	2531.76	47600.0	2800.0	LLNL-CAMS	0.9042	7.4041998	1.0	1.0	KNSTD-Assumed	0.93177014	6.9440748	BOL	NA	2017.0				83.010865	0.11511375	434.3915	3693.929931	963.210021					0.0068045227	0.0034539721	0.020631899	0.021997879	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	631.662	323.76	S025WTS049	BOL-44	S025	-67.6458112151	-16.4049413233
NA	NA							NA					NA			434.199005	Safran	ND	180.0		52986.12	7052.76	58600.0	7800.0	LLNL-CAMS	0.9042	3.3030751	1.0	1.0	KNSTD-Assumed	0.95807599	3.1638237	BOL	NA	2017.0				39.391377	0.044198693	166.78752	2214.100097	860.05902					0.0060192727	0.0024763678	0.0081610496	0.010438715	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	516.865	187.353	S025WTS012	BOL-14	S025	-68.237393336	-15.3111202113
NA	NA							NA					NA			432.602996	Safran	ND	410.0		60219.72	2983.86	66600.0	3300.0	LLNL-CAMS	0.9042	8.2985769	1.0	1.0	KNSTD-Assumed	0.9441382	7.8587681	BOL	NA	2017.0				65.608713	0.092709552	349.84737	3940.810058	835.906005					0.0046123633	0.0025124287	0.016574002	0.017386309	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	562.345	272.422	S025WTS028	BOL-30	S025	-68.0153208446	-16.0611063528
NA	NA							NA					NA			418.808013	Safran	ND	250.0		37705.14	2260.5	41700.0	2500.0	LLNL-CAMS	0.9042	3.0919903	1.0	1.0	KNSTD-Assumed	0.96465172	2.9816207	BOL	NA	2017.0				45.208091	0.05886733	222.14087	2161.48999	639.471008					0.0035566511	0.003502974	0.010890512	0.011980144	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	484.355	181.595	S025WTS048	BOL-43	S025	-67.4328720216	-16.3228250686
NA	NA							NA					NA			353.928009	Safran	ND	840.0		27578.1	2170.08	30500.0	2400.0	LLNL-CAMS	0.9042	6.1725117	1.0	1.0	KNSTD-Assumed	0.92968561	5.7583003	BOL	NA	2017.0				113.18645	0.15008525	566.35945	2713.810058	728.044982					0.011896337	0.0052667913	0.027025964	0.02999441	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	637.906	286.594	S025WTS050	BOL-45	S025	-67.642389213	-16.4015937907
NA	NA							NA					NA			250.899002	Safran	ND	160.0		34540.44	2350.92	38200.0	2600.0	LLNL-CAMS	0.9042	2.0281166	1.0	1.0	KNSTD-Assumed	0.96334702	1.9494931	BOL	NA	2017.0				35.864597	0.043564946	164.39602	1540.46997	533.481018					0.002999234	0.0036055656	0.0082663629	0.0095041182	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	467.424	197.527	S025WTS015	BOL-17	S025	-68.1539193788	-15.4014601793
NA	NA							NA					NA			199.546005	Safran	ND	240.0		82101.36	2712.6	90800.0	3000.0	LLNL-CAMS	0.9042	6.3699922	1.0	1.0	KNSTD-Assumed	0.95957232	6.1415755	BOL	NA	2017.0				37.586096	0.053532007	202.00757	3456.110107	801.091979					0.0017761026	0.0017603444	0.0096412929	0.0099603153	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	503.127	208.46	S025WTS007	BOL-08	S025	-68.5978390882	-15.4584245468
NA	NA							NA					NA			177.970993	Safran	ND			36800.94	2712.6	40700.0	3000.0	LLNL-CAMS	0.9042	5.946558	1.0	1.0	KNSTD-Assumed	0.95753389	5.7093227	BOL	NA	2017.0				83.385234	0.11152766	420.85911	3341.97998	597.617004					0.0082791795	0.0039608917	0.02010094	0.022097087	NA	3.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	4000.0	1000.0	511.79	195.256	S025WTS033	BOL-34b	S025	-67.2132707217	-16.7998556654
NA	NA							NA					NA			177.970993	Safran	ND	470.0		51629.82	4521.0	57100.0	5000.0	LLNL-CAMS	0.9042	5.946558	1.0	1.0	KNSTD-Assumed	0.95753389	5.7093227	BOL	NA	2017.0				61.140124	0.079447409	299.80154	3341.97998	597.617004					0.0070251841	0.0028077846	0.014327325	0.016202133	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	511.79	195.256	S025WTS032	BOL-34a	S025	-67.2132707217	-16.7998556654
NA	NA							NA					NA			177.970993	Safran	ND			53890.32	3164.7	59600.0	3500.0	LLNL-CAMS	0.9042	5.946558	1.0	1.0	KNSTD-Assumed	0.95753389	5.7093227	BOL	NA	2017.0				55.44026	0.076108673	287.20254	3341.97998	597.617004					0.0044951221	0.0026877925	0.013726426	0.014691669	NA	2.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	0.0	0.0	511.79	195.256	S025WTS034	BOL-34c	S025	-67.2132707217	-16.7998556654
NA	NA			125200.0	21400.0	125200.0	21400.0	LLNL-CAMS	1.0	2.3711481	1.0	1.0	ND	0.96852819	2.2948034	154.654998	Safran	ND	250.0		29205.66	2350.92	32300.0	2600.0	LLNL-CAMS	0.9042	2.3711481	1.0	1.0	KNSTD-Assumed	0.96852819	2.2948034	BOL	NA	2017.0	105.08992	0.10356975	390.82924	49.052466	0.059792233	225.63107	1816.449951	308.585998	0.018306082	0.007786986	0.019488651	0.02784883	0.0048664289	0.0044079849	0.011218691	0.012998904	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	433.423	195.72	S025WTS022	BOL-24	S025	-67.5875361691	-16.0013473496
NA	NA							NA					NA			153.856994	Safran	ND	280.0		43763.28	2893.44	48400.0	3200.0	LLNL-CAMS	0.9042	3.8730481	1.0	1.0	KNSTD-Assumed	0.95775351	3.7161803	BOL	NA	2017.0				47.290459	0.062299056	235.09078	2528.639892	721.161987					0.0041499902	0.0031037845	0.011410277	0.012531972	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	521.328	188.15	S025WTS045	BOL-40	S025	-67.4855060507	-16.4188107861
NA	NA			352800.0	38600.0	352800.0	38600.0	LLNL-CAMS	1.0	10.166466	1.0	1.0	ND	0.94081728	9.589539	151.727005	Safran	ND	560.0		61576.02	2803.02	68100.0	3100.0	LLNL-CAMS	0.9042	10.166466	1.0	1.0	KNSTD-Assumed	0.94081728	9.589539	BOL	NA	2017.0	111.55416	0.14019775	529.04813	76.91846	0.11004782	415.27478	4505.580078	422.770996	0.01555029	0.0030802718	0.024952024	0.029561852	0.0050259759	0.0025471104	0.019589141	0.020383392	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	565.584	327.093	S025WTS025	BOL-27	S025	-68.1206672864	-16.1571873515
NA	NA							NA					NA			128.619995	Safran	ND	520.0		43492.02	2170.08	48100.0	2400.0	LLNL-CAMS	0.9042	8.6037737	1.0	1.0	KNSTD-Assumed	0.95334296	8.2140889	BOL	NA	2017.0				94.744532	0.13406165	505.89303	4098.759765	627.950988					0.0067127064	0.0035313065	0.023934202	0.025107301	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	517.937	250.459	S025WTS026	BOL-28	S025	-68.0744456318	-16.1062706777
NA	NA							NA					NA			121.780998	Safran	ND	60.0		93132.6	7143.18	103000.0	7900.0	LLNL-CAMS	0.9042	2.2808029	1.0	1.0	KNSTD-Assumed	0.96049605	2.1869501	BOL	NA	2017.0				14.59241	0.017759295	67.016208	1664.70996	667.507995					0.001389689	0.0012894057	0.00337043	0.0038669887	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	490.705	198.147	S025WTS014	BOL-16	S025	-68.1668692946	-15.3782253282
NA	NA							NA					NA			111.133003	Safran	ND	230.0		108504.0	5153.94	120000.0	5700.0	LLNL-CAMS	0.9042	7.8815927	1.0	1.0	KNSTD-Assumed	0.98935179	7.805344	BOL	NA	2017.0				36.083256	0.051055914	192.66383	3964.090087	242.162994					0.0024374436	0.0013856631	0.0091417641	0.0095620628	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	259.741	149.424	S025WTS029	BOL-31	S025	-67.970591705	-16.8798661739
NA	NA							NA					NA			23.219499	Safran	ND			60581.4	3707.22	67000.0	4100.0	LLNL-CAMS	0.9042	7.7335229	1.0	1.0	KNSTD-Assumed	0.94133564	7.2941007	BOL	NA	2017.0				61.992422	0.085735629	323.53067	3746.659912	611.942016					0.0052750597	0.0024830032	0.015358625	0.016427992	NA	3.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	4000.0	1000.0	580.161	289.503	S025WTS052	BOL-46b	S025	-67.8088940416	-16.356875798
NA	NA			271100.0	42300.0	271100.0	42300.0	LLNL-CAMS	1.0	2.5391664	1.0	1.0	ND	0.95271594	2.4196571	146.332	Safran	ND	160.0		48193.86	3074.28	53300.0	3400.0	LLNL-CAMS	0.9042	2.5391664	1.0	1.0	KNSTD-Assumed	0.95271594	2.4196571	BOL	NA	2017.0	48.422611	0.049942012	188.46042	30.081412	0.037926435	143.11862	1906.160034	399.080993	0.0080476944	0.0034007301	0.0093983865	0.012831992	0.0024453669	0.0026471725	0.0071104608	0.0079715742	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	545.795	187.126	S025WTS023	BOL-25	S025	-67.6268059801	-16.0406771081
NA	NA			196400.0	150800.0	196400.0	150800.0	LLNL-CAMS	1.0	9.6596705	1.0	1.0	ND	0.96834409	9.3395884	133.621994	Safran	ND	1340.0		32099.1	1898.82	35500.0	2100.0	LLNL-CAMS	0.9042	9.6596705	1.0	1.0	KNSTD-Assumed	0.96834409	9.3395884	BOL	NA	2017.0	1743.5822	0.24563818	926.93652	146.91509	0.20585467	776.81009	4339.930175	774.536987	0.45994295	0.005609238	0.043710032	0.46204929	0.012229339	0.0048793875	0.036638428	0.0389325	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	427.846	223.547	S025WTS001	BOL-01	S025	-68.6384112318	-15.7928002507
NA	NA							NA					NA			69.092903	Safran	ND	120.0		73421.04	3435.96	81200.0	3800.0	LLNL-CAMS	0.9042	2.8971357	1.0	1.0	KNSTD-Assumed	0.96748966	2.7973601	BOL	NA	2017.0				21.620169	0.028383254	107.10662	2102.909912	434.416992					0.0013420009	0.0017458529	0.0052892744	0.0057293449	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	450.195	192.683	S025WTS044	BOL-39	S025	-67.4673413692	-16.4286546688
NA	NA							NA					NA			42362.80078	Schaller	Loire	36.6	4.7	126823.6	14598.4	139000.0	16000.0	ETH-Zurich	0.9124	1.5482021	1.0	1.0	S555	0.99924586	1.5467434	FRA	NA	2017.0				8.8242087	0.0094311119	35.589102	383.941986	292.279998					0.001133	0.0008596631	0.0018561994	0.0023384153	NA	1.0	WGS84_UTM_32N	2001.0	10.1016/S0012-821X(01)00320-X	Earth_Planet_Sc_Lett_188	Middle Europe	1000.0	500.0	65.896	70.679	S009WTS039	loi-2-2	S009	0.926122918934	47.4190875513
NA	NA							NA					NA			42362.80078	Schaller	Loire	36.6	4.1	127736.0	16423.2	140000.0	18000.0	ETH-Zurich	0.9124	1.5482021	1.0	1.0	S555	0.99924586	1.5467434	FRA	NA	2017.0				9.0190997	0.0093617702	35.327435	383.941986	292.279998					0.0012606567	0.0008527168	0.0018428273	0.0023900614	NA	1.0	WGS84_UTM_32N	2001.0	10.1016/S0012-821X(01)00320-X	Earth_Planet_Sc_Lett_188	Middle Europe	1000.0	500.0	65.896	70.679	S009WTS038	loi-2-1	S009	0.926122918934	47.4190875513
NA	NA							NA					NA			63.164001	Safran	ND	620.0		46837.56	2079.66	51800.0	2300.0	LLNL-CAMS	0.9042	9.0827644	1.0	1.0	KNSTD-Assumed	0.92484493	8.4511737	BOL	NA	2017.0				89.676351	0.1279662	482.89134	4257.109863	409.910003					0.0057002522	0.0032954856	0.022833871	0.023764233	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	614.104	395.565	S025WTS054	BOL-48	S025	-67.9090290499	-16.3133518664
NA	NA							NA					NA			4.13009	Safran	ND	330.0		21972.06	2712.6	24300.0	3000.0	LLNL-CAMS	0.9042	2.4246019	1.0	1.0	KNSTD-Assumed	0.96179668	2.3351923	BOL	NA	2017.0				72.343781	0.080843062	305.06816	1836.540039	271.03601					0.010170627	0.0059126339	0.015137049	0.019171102	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	529.558	124.122	S025WTS010	BOL-11	S025	-68.4798003398	-15.3417538072
NA	NA							NA					NA			61.343799	Safran	ND	410.0		77489.94	3074.28	85700.0	3400.0	LLNL-CAMS	0.9042	9.1173789	1.0	1.0	KNSTD-Assumed	0.91635701	8.4467823	BOL	NA	2017.0				53.846089	0.077251591	291.51544	4227.930175	554.00299					0.0030749065	0.0019726922	0.013793618	0.014269214	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	677.064	459.83	S025WTS055	BOL-49	S025	-67.8883804368	-16.310749889
NA	NA							NA					NA			3.628079	Safran	ND			84452.28	3074.28	93400.0	3400.0	LLNL-CAMS	0.9042	4.2384453	1.0	1.0	KNSTD-Assumed	0.93851626	3.9864492	BOL	NA	2017.0				24.993456	0.034408295	129.84262	2715.300048	323.270996					0.0012610854	0.0016041045	0.0063011238	0.0066232657	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	628.356	150.037	S025WTS035	BOL-35a	S025	-67.2212376005	-16.7783136638
NA	NA							NA					NA			45.149398	Safran	ND	450.0		70798.86	5606.04	78300.0	6200.0	LLNL-CAMS	0.9042	8.6314681	1.0	1.0	KNSTD-Assumed	0.95308384	8.1810967	BOL	NA	2017.0				61.080301	0.081979393	309.3562	4120.720214	597.276977					0.0065434977	0.0021544805	0.014647065	0.01618628	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	515.658	298.611	S025WTS002	BOL-02	S025	-68.6367113036	-15.782818288
NA	NA							NA					NA			3.628079	Safran	ND			92680.5	4340.16	102500.0	4800.0	LLNL-CAMS	0.9042	4.2384453	1.0	1.0	KNSTD-Assumed	0.93851626	3.9864492	BOL	NA	2017.0				23.037803	0.031336276	118.2501	2715.300048	323.270996					0.0014795566	0.0014556772	0.0057413552	0.0061050179	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	628.356	150.037	S025WTS036	BOL-35b1	S025	-67.2212376005	-16.7783136638
NA	NA							NA					NA			37541.0	Schaller	Loire	29.9	3.1	160582.4	16423.2	176000.0	18000.0	ETH-Zurich	0.9124	1.6124951	1.0	1.0	S555	0.99914159	1.610834	FRA	NA	2017.0				6.9547814	0.0076739797	28.958414	181.667007	24.526599					0.0008201584	0.0006628182	0.0015115304	0.0018430171	NA	1.0	WGS84_UTM_32N	2001.0	10.1016/S0012-821X(01)00320-X	Earth_Planet_Sc_Lett_188	Middle Europe	1000.0	500.0	18.961	5.718	S009WTS040	loi-7	S009	1.89435409866	47.8698211941
NA	NA							NA					NA			43.970001	Safran	ND	200.0		63203.58	4249.74	69900.0	4700.0	LLNL-CAMS	0.9042	4.0090743	1.0	1.0	KNSTD-Assumed	0.9728169	3.8961573	BOL	NA	2017.0				34.17745	0.045052419	170.00913	2656.810058	346.313995					0.0030564953	0.0021584743	0.00824794	0.0090570243	NA	1.0	WGS84_UTM_19S	2005.0	10.1002/esp.1259	Earth_Surf_Proc_Land_30	Bolivian Andes	1000.0	250.0	417.127	182.312	S025WTS031	BOL-33	S025	-67.1959353109	-16.8080162134
